article_id,title,url,relevance_score,rubric_score,category,error
7668494443669946915,科技强区正当时,http://m2.people.cn/news/toutiao.html?s=Ml8yXzQxNjU1MTQ3XzE5NjY2N18xNzg1NDU3NjA1,10.0,0,external_positive,
7667769275133739583,“发现最美铁路·钢铁动脉助力东北振兴”主题宣传活动启动,https://m.gmw.cn/toutiao/2026-07/28/content_38913428.htm,15.0,0,internal_positive,
7667082781243818538,“烦心路”变“民心路”,http://t.ynet.cn/h5/38482168.html,0.0,0,external_positive,
gmw:2026-08/06/content_38929168,【学思践悟】以常态化精准帮扶筑牢边疆民族地区共同富裕根基,https://news.gmw.cn/2026-08/06/content_38929168.htm,25.0,0,external_positive,
bjrb:bjrb2026072600103,守护万千患者“心”生,https://bjrbdzb.bjd.com.cn/bjrb/mobile/2026/20260726/20260726_001/content_20260726_001_3.htm,20.0,0,internal_positive,
7670545988758536731,CBA｜浙江广厦男篮对于交易核心球员胡金秋持开放态度,http://t.ynet.cn/h5/38531302.html,23.0,0,internal_positive,
7670148907443175972,【看见发改2026】发改君邀您逛“花园”③｜观长城森林步道，万物交融的“林海绿脉”,https://rss2.bjd.com.cn/content/5b5fb9d0e4b08630d8aef954/s6a71d720d5de3eb73513e30e.html,20.0,0,internal_positive,
7666803900598469156,2026低空经济产业对接会拉开帷幕,http://m2.people.cn/news/toutiao.html?s=Ml8yXzQxNjUwNTMwXzM1MTYzOF8xNzg1MDYzMDU1,0.0,0,internal_positive,
7670867555045425691,朝阳区推进东大桥路口微改造，破解居民出行难题,http://t.ynet.cn/h5/38536251.html,0.0,10,internal_positive,
7671064146116428328,前沿领域投资渐热,http://t.ynet.cn/h5/38537575.html,10.0,0,internal_positive,
7670372649654043188,视频丨千年古城如何留下游客？13个旅游特色村连成“村圈”,http://t.ynet.cn/h5/38527342.html,10.0,0,internal_positive,
7667417944602853940,省运会青少年滑板比赛收官 三明队获金牌1枚,http://t.ynet.cn/h5/38487400.html,30.0,0,external_positive,
7668076892532048399,以体育赛事增强城市发展动力（专题深思）,http://m2.people.cn/news/toutiao.html?s=MV8xXzQwNzcwNTQ3XzQ2MTUzMF8xNzg1MzYyMjIy,20.0,10,internal_positive,
tencent:20260806A0AF9C00,张一鸣定调坚持自研后，字节开了一场全员会,https://view.inews.qq.com/a/20260806A0AF9C00,30.0,10,external_positive,
bjrb:bjrb2026072800207,中医药服务2030年覆盖全民,https://bjrbdzb.bjd.com.cn/bjrb/mobile/2026/20260728/20260728_002/content_20260728_002_7.htm,30.0,25,internal_positive,
7668096145964548658,北京人形机器人产业优先落地“4D”场景,http://t.ynet.cn/h5/38496407.html,20.0,0,internal_positive,
7669615399599620617,志愿服务融进去基层治理有暖意,http://m2.people.cn/news/toutiao.html?s=Ml8yXzQxNjU3NDIzXzE5MjIzNV8xNzg1NzE5MjM3,0.0,35,external_positive,
7667244562380849683,博鳌亚洲论坛珀斯会议举行 聚焦绿色转型,http://m2.people.cn/news/toutiao.html?s=MV8xXzQwNzY5MDE0XzQwODAzOF8xNzg1MTY0MTQ4,0.0,0,internal_positive,
tencent:20260731A007L100,20个优质项目晋级！这一“医药健康”专题预选赛在蓉举办,https://view.inews.qq.com/a/20260731A007L100,15.0,10,external_positive,
7668968468021658118,特朗普最新支持率公布,https://rss2.bjd.com.cn/content/5b5fb9d0e4b08630d8aef954/s6a6da57ae4b03fa51a825858.html,0.0,0,internal_positive,
7667133825264173594,中国中冶：聚力提质增效 赋能价值提升,http://m2.people.cn/news/toutiao.html?s=MV8xXzQwNzY4OTU5XzEwMDRfMTc4NTE0Mjg2Mw==,0.0,0,external_positive,
7666218972949316102,8个行业试点征收挥发性有机物环保税,http://m2.people.cn/news/toutiao.html?s=MV8xXzQwNzY3NjM2XzEwMDRfMTc4NDkyOTg0OA==,0.0,0,internal_positive,
7670843707087716890,北京电网最大负荷创历史新高！2939.9万千瓦！,https://news.bjd.com.cn/2026/08/06/11903739.shtml,0.0,0,internal_positive,
7668079134753227316,城市观察｜北京露天泳池为何越来越少了？,https://rss2.bjd.com.cn/content/5b5fb9d0e4b08630d8aef954/s6a6a7d45e4b03fa51a8238ce.html,15.0,0,internal_positive,
7670170090093625919,观察｜“产能过剩”？西方高筑对华贸易壁垒的又一借口,https://wap.cyol.com/commonDetail/1434666,0.0,0,external_positive,
7668511266805187107,山西省晋中市榆社县发布雷暴大风蓝色预警信号,http://t.ynet.cn/h5/38503049.html,20.0,0,external_positive,
chinanews:/gn/2026/08-06/10673163,时政新闻眼丨如何把百年大党建设得更加坚强有力？总书记这样部署,https://www.chinanews.com.cn/gn/2026/08-06/10673163.shtml,10.0,0,internal_positive,
7667754821214110223,威海无花果产业牵手寿光大棚技术，三款新品种首次上市,http://m2.people.cn/news/toutiao.html?s=Ml8yXzQxNjUyOTY5XzE2NjE5Ml8xNzg1Mjg2MDE3,0.0,0,internal_positive,
tencent:20260804A0EZG100,视频丨美AI模型自主入侵网络系统引担忧 如何筑牢AI安全底线？,https://view.inews.qq.com/a/20260804A0EZG100,20.0,0,internal_positive,
7671061631295668779,市民商场“避暑”遇尴尬 冷气真的打折了吗？,http://t.ynet.cn/h5/38537143.html,0.0,0,internal_positive,
7668869885954392619,新规落地仅9天，内蒙古警方破获自治区首例替来他明贩毒刑案,https://m.bjnews.com.cn/detail/1785547853168593.html,0.0,10,external_positive,
7669639964992209458,京城消费烟火旺 线上团购实惠香,http://t.ynet.cn/h5/38517601.html,0.0,0,internal_positive,
7669726504670052883,永川：看病更舒心支付更便利,http://m2.people.cn/news/toutiao.html?s=Ml8yXzQxNjU3OTUzXzM2NTQxM18xNzg1NzQ2MDQ0,0.0,0,external_positive,
7668232257739735604,中国科协年会“青藏高原多圈层耦合与全球气候变化：岩石圈-大气圈-水圈-冰冻圈协同演变”专题论坛举办,https://m.gmw.cn/toutiao/2026-07/30/content_38918164.htm,10.0,15,internal_positive,
7667708503342973480,促进团结奋斗汇聚磅礴力量,http://m2.people.cn/news/toutiao.html?s=MV8xXzQwNzY5NzU3XzQ2MTUyOV8xNzg1Mjc1Nzgy,10.0,0,internal_positive,
tencent:20260803A0AQEF00,拉萨市生态环境质量保持全国领先，绘就高原生态新画卷,https://view.inews.qq.com/a/20260803A0AQEF00,0.0,0,external_positive,
chinanews:/cul/2026/07-26/10666649,捷克童声合唱团长春唱响中外名曲,https://www.chinanews.com.cn/cul/2026/07-26/10666649.shtml,30.0,10,external_positive,
chinanews:/cj/2026/08-06/10672786,以“蒸馏”之名，行霸权之实,https://www.chinanews.com.cn/cj/2026/08-06/10672786.shtml,5.0,0,internal_positive,
7668291819754504739,60岁男子坚持广州深圳往返通勤14年，回应“一把年纪这么折腾”：因为有值得做的事,https://m.gmw.cn/toutiao/2026-07/30/content_1304540569.htm,0.0,0,internal_positive,
7667200499107594793,从息肉发展成肠癌会经历4个阶段,https://m.gmw.cn/toutiao/2026-07/27/content_1304538964.htm,20.0,0,internal_positive,
7667167584273334847,人社部：“十五五”时期全国调解仲裁文书将统一,https://wap.cyol.com/commonDetail/1427528,20.0,10,internal_positive,
7666797640729838120,今年下半年坝河北护城河至城市副中心将全线具备通航条件,http://t.ynet.cn/h5/38478641.html,20.0,45,internal_positive,
7667718540660654644,藏书家往谈录,http://t.ynet.cn/h5/38490681.html,30.0,0,internal_positive,
7665928775082836495,2026年武汉市公安局招聘警务辅助人员笔试成绩查询和资格复审有关事项公告,http://feed.huiwen.co/rssv2/toutiaohao_article_jpjiaoyu_718a2d0a9d9746608fbf9a0be1b13543/item/IL20YD8C9NNPE5S.html,0.0,0,external_positive,
tencent:20260801A04VKF00,民族团结法治护航 宁夏“一法一条例”构筑共有精神家园,https://view.inews.qq.com/a/20260801A04VKF00,25.0,0,internal_positive,
tencent:20260730A07LKH00,海南东方“夜间警务”新模式点亮平安夜生活,https://view.inews.qq.com/a/20260730A07LKH00,0.0,0,external_positive,
