article_id,title,url,relevance_score,score_a_1500,score_b_4000,category,content_chars,b_higher_than_a,error_a,error_b
7666357254031737380,综述丨泰中合作博览会见证两国互利发展新活力,http://my-h5news.app.xinhuanet.com/h5/article.html?articleId=2026072597287833c4f947dba13fc5250c5c79c6,30.0,10,10,external_positive,861,False,,
7670852744227324426,三舅伴小家，健康护全家｜华润三九2026品牌日联动家属开放日温情启幕,https://m.thepaper.cn/newsDetail_forward_33730635?from=toutiao,30.0,0,0,external_positive,1328,False,,
qianlong:2026/0728/8703943,根茎、叶片、花朵都能发光，来世界花卉大观园看“光萤草”,https://beijing.qianlong.com/2026/0728/8703943.shtml,30.0,10,0,internal_positive,252,False,,
7670396300571869748,专访丨我们是优势互补的合作伙伴——访中国国际科技合作奖获奖者荷兰肿瘤学家贝尔纳茨,http://my-h5news.app.xinhuanet.com/h5/article.html?articleId=202608059d24ea9ff38b4ab5b21fed087ea3329a,20.0,10,10,external_positive,1080,False,,
7666456481176371748,中国志愿服务基金会“德元弘善”专项基金在京启动,https://wap.cyol.com/commonDetail/1425981,30.0,25,35,internal_positive,677,True,,
7668464820009632299,山西省朔州市平鲁区发布暴雨蓝色预警信号,http://t.ynet.cn/h5/38501612.html,20.0,0,0,external_positive,293,False,,
7668530140091089462,山西省忻州市发布暴雨蓝色预警信号,http://t.ynet.cn/h5/38503589.html,30.0,0,10,external_positive,289,True,,
chinanews:/gn/2026/08-02/10670886,台商在重庆培育牛樟芝 以生物技术拓产业新路,https://www.chinanews.com.cn/gn/2026/08-02/10670886.shtml,30.0,0,5,internal_positive,1029,True,,
chinanews:/cul/2026/08-05/10672614,专家学者厦门共话“全球化视野下的月港”,https://www.chinanews.com.cn/cul/2026/08-05/10672614.shtml,20.0,10,0,external_positive,677,False,,
7667378708302414362,搭建中德医学交流、文化互通的桥梁,http://m2.people.cn/news/toutiao.html?s=NF80XzMwMTcxMzkwXzg4ODg4OF8xNzg1MTgyNTM0,35.0,55,35,internal_positive,865,False,,
7671201904240493107,泰国校园枪击案致7死15伤，枪手为初中生,https://news.bjd.com.cn/2026/08/07/11905427.shtml,35.0,0,20,external_positive,391,True,,
7669233921170637366,锚定目标开拓前行走好高质量发展之路,http://m2.people.cn/news/toutiao.html?s=Ml8yXzQxNjU2NzUwXzE5NjY2N18xNzg1NjI4ODkx,30.0,0,10,external_positive,2130,True,,
7668329311091982848,澳门特区政府与国家工信部签署《关于发展新质生产力推进新型工业化的合作协议》,http://my-h5news.app.xinhuanet.com/h5/article.html?articleId=20260730da8aa3e4a4714efb9768597ee647c306,20.0,0,0,external_positive,387,False,,
7670130330662109734,悦读分享丨双拥薪火代代传,http://my-h5news.app.xinhuanet.com/h5/article.html?articleId=20260804c41048ab676741d2b66e73d11fbb811b,20.0,10,10,external_positive,3443,False,,
7668133392839623194,目瑙纵歌的“破圈”之道,https://m.gmw.cn/toutiao/2026-07/30/content_38917105.htm,30.0,25,20,external_positive,2127,False,,
7667865901588333094,通辽市奈曼旗创新“3＋3”工作法做实家门口就业服务,http://m2.people.cn/news/toutiao.html?s=Ml8yXzQxNjUzNjQyXzM4ODQ3N18xNzg1MzEzNjk2,20.0,5,0,external_positive,1239,False,,
7668625743286370822,学习鱼儿游动智慧，北大机器鱼实现水下精准感知,https://rss2.bjd.com.cn/content/5b5fb9d0e4b08630d8aef954/s6a6c6e57e4b0e45f3fd574a0.html,20.0,60,60,internal_positive,928,False,,
7667559604154302982,文化新观察丨来自劳动一线的创作者走到台前——从第九届鲁迅文学奖看新大众文艺兴起,http://my-h5news.app.xinhuanet.com/h5/article.html?articleId=2026072862ad960603b74350845c5f8f4c9a3a76,20.0,25,15,internal_positive,1998,False,,
7670484133985944106,社企“五步同频”绘就共治同心圆,http://m2.people.cn/news/toutiao.html?s=Ml8yXzQxNjYwMDYyXzQwMTUyN18xNzg1OTE5MTk0,30.0,40,45,external_positive,1533,True,,
tencent:20260807A0BV6R00,民进党当局封锁“台青e家” 国台办：锁不住台湾青年寻机遇求发展的心,https://view.inews.qq.com/a/20260807A0BV6R00,20.0,0,0,external_positive,533,False,,
7669200373374009898,王洛林同志逝世,http://m2.people.cn/news/toutiao.html?s=MV8xXzQwNzcyMjIyXzEwMDhfMTc4NTYyMTQwMQ==,30.0,0,0,internal_positive,448,False,,
chinadaily:/a/202608/07/WS6a756bb9a310d709c2fc20bc,中国残联等15部门部署第十次残疾预防日宣传教育活动,https://cn.chinadaily.com.cn/a/202608/07/WS6a756bb9a310d709c2fc20bc.html,30.0,45,30,external_positive,359,False,,
7668226283586912806,“回旋镖”来了！前CEO张小龙喊人炒股，粉笔投资亏损5600万,https://rss2.bjd.com.cn/content/5b5fb9d0e4b08630d8aef954/s6a6b0174e4b0e45f3fd56526.html,20.0,0,5,internal_positive,887,True,,
tencent:20260728A037BV00,“十五五”开好局起好步丨推动残疾人事业全面发展 高质量发展,https://view.inews.qq.com/a/20260728A037BV00,30.0,0,20,internal_positive,709,True,,
7667349275424178722,AI职场：跳槽频率按月计、薪资轻松破百万，但“不在前沿”的焦虑一直都在,https://m.thepaper.cn/newsDetail_forward_33667098?from=toutiao,20.0,0,10,internal_positive,6677,True,,
chinanews:/sh/2026/07-28/10667907,上半年各级民政部门累计处置非法社会组织702个,https://www.chinanews.com.cn/sh/2026/07-28/10667907.shtml,20.0,20,55,internal_positive,399,True,,
tencent:20260803A0A2ZR00,宁夏银川6600余件群众“身边小事”高标准办结,https://view.inews.qq.com/a/20260803A0A2ZR00,20.0,15,45,external_positive,1116,True,,
7667200499107594793,从息肉发展成肠癌会经历4个阶段,https://m.gmw.cn/toutiao/2026-07/27/content_1304538964.htm,20.0,0,0,internal_positive,316,False,,
7667904266438197795,北京文化执法部门开展暑期旅游市场专项整治,https://rss2.bjd.com.cn/content/5b5fb9d0e4b08630d8aef954/s6a69dc19e4b03fa51a823537.html,30.0,25,30,internal_positive,671,True,,
7667010889266053675,【一线观察】“微风露台”，解锁中轴线的“第五立面”,https://m.gmw.cn/toutiao/2026-07/27/content_38908667.htm,30.0,0,0,internal_positive,783,False,,
chinanews:/gj/2026/08-06/10672662,台风“鲸鱼”来袭 菲律宾多地停工停课,https://www.chinanews.com.cn/gj/2026/08-06/10672662.shtml,20.0,0,0,external_positive,396,False,,
7669970918000558642,60秒交互绳跳了496次重庆少年打破世界纪录,http://m2.people.cn/news/toutiao.html?s=Ml8yXzQxNjU4MzE5XzM2NTQwMl8xNzg1ODAzMzc0,30.0,15,10,external_positive,262,False,,
7667040770695643674,现存最早的越剧戏单长啥样,https://m.gmw.cn/toutiao/2026-07/27/content_38909548.htm,30.0,0,0,internal_positive,1267,False,,
tencent:20260805A0EKN300,2026甘肃福彩七彩丹霞公益嘉年华圆满落幕,https://view.inews.qq.com/a/20260805A0EKN300,30.0,0,5,external_positive,638,True,,
7667617082338476553,“谢尚晋” 冒充名校教授被举报，涉事院长：未正式聘任,http://mp.weixin.qq.com/s?__biz=MjM5MzI5NTU3MQ==&mid=2652554651&idx=2&sn=b83cd2ea6a4a7bec7de5011d98fd0c68,30.0,35,10,internal_positive,2211,False,,
7670692251806286355,从“制造”到“智造”——外企见证中国先进制造业水平不断提升,https://rss2.bjd.com.cn/content/5b5fb9d0e4b08630d8aef954/s6a73c3dee4b03fa51a828c0d.html,30.0,0,35,external_positive,2645,True,,
7667762331564245545,推进以科技创新为核心的全面创新,https://m.gmw.cn/toutiao/2026-07/29/content_38914328.htm,20.0,15,20,external_positive,2568,True,,
tencent:20260803A030EH00,大脑里有两条线在管“习惯”,https://view.inews.qq.com/a/20260803A030EH00,25.0,8,10,external_positive,959,True,,
tencent:20260803A0AQEL00,脑联世界，智启新程  2026紫金山脑科学会议在南京召开,https://view.inews.qq.com/a/20260803A0AQEL00,20.0,6,0,internal_positive,3123,False,,
7668448020450542131,“客户不为潜力买单，只为确定性买单”,https://wap.cyol.com/commonDetail/1430684,30.0,20,20,external_positive,2067,False,,
7667239319639310898,新华视点｜实体书店如何找到“新坐标”,https://rss2.bjd.com.cn/content/5b5fb9d0e4b08630d8aef954/s6a678173e4b0e45f3fd548a0.html,30.0,10,25,internal_positive,2450,True,,
tencent:20260727A03P0200,大暑时节高温高湿 这份中暑防治指南请查收,https://view.inews.qq.com/a/20260727A03P0200,20.0,0,5,internal_positive,1780,True,,
7668574489189401123,自贡完成首笔具身智能数据交易老工业城市打通数据价值变现全链路,http://m2.people.cn/news/toutiao.html?s=Ml8yXzQxNjU1NzE0XzM0NTE2N18xNzg1NDc3OTU0,30.0,5,0,internal_positive,1087,False,,
tencent:20260728A02Q3800,广州为毕业生提供最长7天免租公寓住宿服务,https://view.inews.qq.com/a/20260728A02Q3800,20.0,60,45,external_positive,547,False,,
7670017448561394191,百校联动·青春集结·星星故乡第三季探探采风团正式启航,http://m2.people.cn/news/toutiao.html?s=Ml8yXzQxNjU4NzE0XzE5MjQ5M18xNzg1ODEyNTQ1,20.0,10,0,internal_positive,634,False,,
7671089517310296622,外企见证中国先进制造业水平不断提升,http://m2.people.cn/news/toutiao.html?s=NF80XzMwMTczNDk1Xzg4ODg4OV8xNzg2MDQyNTc3,35.0,0,55,external_positive,2073,True,,
7634376194980364850,银行春招，考官是AI，作弊的也是AI：实时监听考题，毫秒级生成答案,http://feed.huiwen.co/rssv2/toutiaohao_article_jpjiaoyu_718a2d0a9d9746608fbf9a0be1b13543/item/IL2DPCZOWYD13MT.html,30.0,25,15,external_positive,4580,False,,
tencent:20260730A07O2R00,第六届营养创新科技大会在京召开 诺特兰德与江南大学达成战略合作,https://view.inews.qq.com/a/20260730A07O2R00,20.0,20,25,internal_positive,1390,True,,
7667553572662182426,党员干部遇困难，党组织怎么帮？北京市直机关模范机关交流暖心经验,https://rss2.bjd.com.cn/content/5b5fb9d0e4b08630d8aef954/s6a689e82e4b03fa51a822b7c.html,20.0,10,0,internal_positive,1044,False,,
7666929464953160233,陆建勋院士逝世,https://m.gmw.cn/toutiao/2026-07/27/content_38908325.htm,20.0,5,0,internal_positive,450,False,,
chinanews:/gj/2026/07-30/10669036,国际最新研究：硅芯片能实现量子计算至关重要的基本运算,https://www.chinanews.com.cn/gj/2026/07-30/10669036.shtml,20.0,0,0,internal_positive,762,False,,
7667393805544423987,多名公职人员被举报侵吞学校资产，河北衡水通报,https://m.gmw.cn/toutiao/2026-07/28/content_1304539038.htm,20.0,0,0,internal_positive,584,False,,
7667417944602853940,省运会青少年滑板比赛收官 三明队获金牌1枚,http://t.ynet.cn/h5/38487400.html,30.0,10,10,external_positive,370,False,,
7670303980211159562,东野圭吾走后，回看中国推理小说20年,https://wap.cyol.com/commonDetail/1434781,20.0,0,5,external_positive,3863,True,,
7668076990943003188,高地上的戟,https://wap.cyol.com/commonDetail/1429755,30.0,10,0,internal_positive,5786,False,,
7668210686350082600,丰台11家OPC生态友好社区授牌，向“超级个体”发出邀请,https://rss2.bjd.com.cn/content/5b5fb9d0e4b08630d8aef954/s6a6af4cbe4b0e45f3fd56350.html,20.0,40,15,internal_positive,1559,False,,
7670741500333998644,目标亚残会津门“常青树”再出发,http://m2.people.cn/news/toutiao.html?s=Ml8yXzQxNjYwNzU4XzM3NTM2Nl8xNzg1OTgxNDE1,20.0,30,20,internal_positive,1657,False,,
7667009829269848630,河南省驻马店市平舆县发布暴雨黄色预警信号,http://t.ynet.cn/h5/38479705.html,20.0,0,0,external_positive,342,False,,
7667486160372908584,上半年各级民政部门累计处置非法社会组织702个,http://my-h5news.app.xinhuanet.com/h5/article.html?articleId=20260728ac1c69f3da064142a3ff3bc34d208898,20.0,30,30,internal_positive,392,False,,
7669125207835116067,《2025年度国家老龄事业发展公报》发布——全方位托举银发族幸福生活,https://m.gmw.cn/toutiao/2026-08/02/content_38922170.htm,20.0,10,10,internal_positive,1993,False,,
7668202910685184564,国家卫健委公布第五批涉“论文工厂”学术造假行为调查处理结果,https://rss2.bjd.com.cn/content/5b5fb9d0e4b08630d8aef954/s6a6aed0de4b0e45f3fd56308.html,30.0,10,0,internal_positive,13786,False,,
7671086545591435827,三伏探哨丨密林深处：干部“钉”在最前沿,https://m.gmw.cn/toutiao/2026-08/07/content_38931406.htm,30.0,5,0,external_positive,2648,False,,
